"LabID","Pol"
23545,-0.0337500000000002
28158,-0.22868655450304
11967,0.267705382436259
7230,0.135054686418385
47433,0.0660738714090293
38239,-0.292196531791907
42576,0.106416464891042
13613,0.0867585240541798
3867,0.173971440689946
21002,0.137794095609173
55942,0.361305361305362
41152,0.192563250702785
7748,0.35210449927431
57864,0.18570620670154
2336,0.0269956458635704
40359,-0.0285474391267848
2611,-0.160033167495854
59578,0.0414904002603329
21878,-0.0521203830369357
58885,0.284308714541274
37732,0.399843750000001
14355,0.5
6609,0.201492537313433
42793,-0.066621067031463
39828,-0.140940454893943
16382,-0.266123603069881
55117,0.475524475524476
31927,0.395809248554915
9957,0.00108958837772399
57874,-0.0224148236700541
2535,0.0967099344557251
48363,0.387329645122115
7610,0.274600870827284
58297,0.0773115773115776
50607,0.293933054393306
13496,0.304258804258805
14610,-0.0653757927405224
57256,-0.0643615643615635
50882,-0.0080569827183562
13630,-0.207808564231739
53396,0.5
21111,-0.0651059236270411
28277,0.0335820895522392
29841,-0.0207846800560483
51768,0.343543826578699
54696,-0.0171262699564589
60888,0.0750911821497535
44585,0.125874125874126
6828,-0.0862720403022674
60962,0.160162909641978
16381,0.0670612917728156
48992,-0.16120494076128
29035,-0.0156163626312875
15371,-0.100458777492916
51898,-0.181081081081082
1864,0.32468057577228
44832,0.299714727207892
32952,-0.038650163475012
45354,-0.0900094250706882
43119,0.147178717013516
60154,-0.243814505867384
36448,-0.00899854862119082
22508,0.0445251878310128
64936,0.116224433388612
22287,-0.391952644987263
51182,0.497535807793009
7840,-0.168260609683204
11379,-0.151238455079765
30280,-0.0404016814572634
28953,0.450000000000002
33311,-0.26055426055426
10481,-0.0947915261098368
47633,0.0572838446685267
2626,0.0545718432510882
27164,0.0482122260668972
4702,0.367003367003367
24392,0.235307835820895
25559,-0.21
35611,0.104636104636105
18945,0.138871782239192
23395,-0.123890705277907
17508,0.284704456711997
6523,-0.355224091616005
12597,-0.357103372028745
22325,0.119496431937525
35436,0.0836054104477602
59520,0.218768572447403
42638,0.101015965166907
41628,0.0690098085007016
51238,0.0566938945036675
13975,-0.118099319384925
27361,0.0429092469427168
18019,0.255582196912932
38881,0.271043771043771
58010,-0.5
37176,-0.0797574626865676
61394,-0.269219241720366
60271,0.378554277770757
41270,0.236139332365746
47072,-0.485936188077246
38790,0.130742702303239
18293,0.212755230652887
25677,0.328219991517036
43269,0.139776871915897
32435,-0.188771978402327
35885,-0.140038765056071
21850,0.0960820895522376
44736,-0.277792057576147
16785,-0.168463239358762
25929,-0.136162259448983
28151,0.00444767912016875
24453,0.376467376467376
43120,-0.0374443394953452
15013,0.0272397094430986
43042,-0.0836205871864969
8464,-0.167678654834189
7469,-0.267422334172964
36293,0.167677238805969
34916,-0.0866355866355872
7841,-0.192031249999999
60178,0.126634382566585
23292,-0.355824682814302
52349,-0.209369817578772
2884,0.0410611303344869
3946,0.5
34563,-0.111273679346989
36596,0.0556459485844456
11474,-0.447564580388125
26723,0.31983584131327
36883,0.192630057803469
56474,-0.380819566616605
64398,0.174061003277036
18550,0.378924378924379
24099,-0.318851777011767
23474,0.45617529880478
43366,0.113376031530976
2271,0.5
47198,0.258587899679069
28690,0.464257964257965
8782,-0.325664552691944
16132,0.250064750064751
27839,0.0126994122586057
41300,-0.109079903147699
35083,0.1196875
9417,-0.0696655132641299
34069,-0.0322661961179733
23700,-0.0843137254901963
57683,0.296824715726238
44208,0.287949556282112
54238,-0.0678105799490475
60904,-0.436044163188366
11890,0.00729304792574337
40535,0.193017281644092
41488,-0.0436630126862916
42571,-0.164821222606691
58431,-0.304435786003298
5017,0.107787573467674
62231,0.0706207082267397
59368,0.408344733242134
28068,0.0938666044776119
57294,0.102877266596734
61362,-0.133535981903012
59836,-0.188782489740081
10782,-0.374172185430465
15325,0.0962896303474998
34417,0.274602783594039
64990,0.312039312039313
7483,-0.175069321905722
26090,0.245937500000001
62675,0.300089914581149
54595,0.264964599871272
20454,0.27736835849281
60432,-0.0575495884496025
58530,0.135684259691734
4884,0.144059976931949
1839,0.00843750000000143
55414,0.0784875784875778
6057,0.0229746924925766
21119,-0.346879535558782
21748,0.197366394578779
51436,0.169028184198367
20434,-0.112995896032831
56227,0.365747013178963
42222,0.0287373004354137
8552,-0.0920090748676587
26729,0.219939500882279
41185,0.336641756188697
48899,0.157175398633258
9569,0.00109374999999967
50676,0.0469233876396922
38037,-0.360773140304944
11290,-0.0892512336408489
500,0.47966147966148
58903,-0.123771111671288
14981,0.155629139072849
40305,0.0147742818057461
4582,0.392341040462429
13548,0.0344216848914217
4518,-0.041141897565071
46853,0.0496960271454829
53693,0.169845218352682
5506,-0.5
37202,-0.153179190751444
15635,-0.06864161849711
46346,0.0797649034424859
28117,-0.102596420468869
27114,-0.036757579952929
14482,-0.00623313198817688
53392,0.392807638995842
62936,-0.166040462427745
22753,0.0333504690913767
18856,0.172926644819763
12707,0.143055205444921
53966,-0.097693194925029
33404,0.22059102102671
1056,0.110631980771949
13120,-0.363498365249883
59652,0.188732815301853
6146,0.315281276238456
25565,0.29637716318939
9014,0.206772232433195
7300,-0.139769452449568
6361,0.359695056214384
16864,-0.5
1093,0.0703581597482399
10088,0.118644067796611
11124,0.1000546000546
53856,0.19311502938707
59519,-0.190798692199907
