"LabID","Brix"
48720,0.00236790788374031
63076,0.210000928591327
6775,0.419119695422045
5082,0.0963413501717894
46797,-0.273795152753273
16496,0.179635992199833
55479,0.221051165382115
18609,0.0767480731729967
1996,0.0803695793481288
34600,0.233680007428731
18706,-0.0922555483331784
21751,-0.124663385643978
51146,-0.0864982821060453
37303,-0.22504410808803
5423,-0.159021264741387
12929,0.00171789395487021
65306,0.188829046336707
17024,0.221886897576377
7376,0.342418051815396
6444,0.224765530689943
31189,-0.219751137524376
5525,-0.0368186461138454
3966,0.226158417680379
2420,0.093648435323614
41571,-0.0401615748908905
44928,-0.116677500232148
309,0.238415823196211
32701,0.286981149596063
15999,0.163849939641564
55837,0.177871668678614
34860,0.100798588541183
33817,-0.0831553533289999
33350,0.300724301235026
53847,0.0148110316649642
52002,-0.0438759401987187
12844,-0.0922555483331784
23357,-0.0549261769895071
29596,0.0752623270498652
49916,0.14815674621599
23590,-0.122620484724673
55879,-0.0747051722536911
33915,0.0406258705543688
33426,0.166542854489739
29892,0.154285448973906
38568,0.0162039186553997
34753,-0.396926362707772
6377,0.222722629770638
38025,0.315303185068251
53104,0.102191475531618
26330,0.185021821896183
786,0.327282013185997
28522,0.0497260655585477
22944,0.197743523075494
47979,0.00181075308756606
50421,0.158928405608691
46498,-0.31706750858947
3990,0.170164360664871
22822,-0.068855046893862
7165,0.0549261769895067
44168,-0.0953198997121367
29744,0.0308756616213203
53407,0.257359086266134
43395,-0.231915683907512
49238,0.258009100195004
28750,-0.21167239297985
38078,-0.173878725972699
63383,-0.0240040858018386
45290,0.224022657628378
4808,0.240365864982821
56572,-0.0305970842232335
10755,-0.101448602470053
28004,-0.0810195932769988
29799,-0.0342185903983656
14895,-0.11964899247841
12314,-0.305367257869812
30574,0.265809267341443
30911,-0.24621599034265
33535,0.285495403472931
17263,0.328024886247562
11207,0.197929241340886
14619,0.26608784473953
55272,0.18186461138453
20734,0.029482774630885
4142,-0.196072058686972
17749,0.053626149131767
62646,-0.126427709165196
57432,-0.265623549076052
31285,-0.431841396601356
8038,0.186043272355836
26325,-0.0224254805460117
9057,0.245937412944563
41444,-0.0228897762094901
31872,0.239622991921255
30394,-0.0425759123409786
51805,0.00246076701643605
59560,0.0747980313863869
14755,0.140356579069551
45906,0.311495960627728
61016,-0.0956913362429196
31456,-0.127542018757545
23376,-0.0975485188968336
62101,-0.0404401522889776
26040,-0.158278391679822
129,-0.0457331228526327
12860,-0.100984306806574
58084,-0.350125359829139
41417,-0.254387594019872
676,0.220494010585941
42915,-0.0131395672764416
41992,0.0678335964342094
8388,0.222351193239855
5798,-0.0348686043272357
45599,-0.156328349893212
35119,0.155771195097038
21719,0.0376543783081065
10834,0.157721236883648
8922,0.220401151453245
146,0.153728294177732
33369,-0.107205868697186
12338,0.0243755223326215
13432,-0.0328257034079303
24668,0.423948370322221
61951,0.0187111152381838
55058,0.202665057108366
28648,-0.113241712322407
55633,-0.378261677035936
52144,0.326910576655214
22324,0.194586312563841
37086,0.167192868418609
34805,-0.0643049493917727
46641,-0.0789766923576936
17630,-0.11166310706658
44870,0.348361036307921
53067,0.18186461138453
60773,0.225601262884205
36783,-0.399340700157861
41464,0.115841768037887
18360,0.269523632649271
47008,-0.0992199832853563
49107,0.00088216176060929
55773,-0.0643978085244686
20083,0.141006592998421
29753,0.0469402915776767
16856,-0.413548147460303
15904,-0.141842325192683
1622,0.333132138545826
39081,-0.101541461602749
59863,0.0969913641006593
44269,0.255409044479525
35849,0.00069644349521758
65185,-0.171464388522611
64905,0.308245890983378
13805,0.206193704150803
58477,-0.128842046615285
47072,-0.0529761352028973
21975,-0.0391401244312378
31300,-0.223094066301421
7409,-0.0715479617420373
8207,-0.250580369579348
16533,0.0849196768502181
16770,-0.285773980871019
42219,0.0540904447952454
43034,-0.368882904633671
15676,0.045918841118024
44795,-0.154099730708515
5460,-0.0293899154981892
8920,0.107763023493361
60127,-0.251694679171697
41575,-0.234051443959513
