"LabID","Fibre"
10,-0.528287049604312
27,0.13856340578203
225,0.907656226639355
448,-0.656884463568317
730,-0.689195955866844
964,-1.11441519464041
1041,-0.380073808875696
1059,-0.187348446762145
1097,-0.611932815421906
1183,1.65492086826076
1339,-1.06403695610553
1619,-0.119072054414457
1773,0.40531452779657
1964,0.0511841226829491
2205,-1.01425652750304
2207,0.250111677684409
2590,0.268426210811474
2812,1.23764600912674
3190,-0.00154491646007016
3288,-0.158609185443056
3916,-0.399387617921193
3921,0.749814743537606
4047,2.95992900879303
4675,-0.456460087390835
4783,-0.885196344606568
4851,-0.753171500878749
5141,1.30834487230527
5333,-0.222729411852457
5359,-0.491989603056497
5520,2.0924173504337
5521,-1.74347851287987
5531,0.0920039461258635
5677,-1.82656308302547
5687,-0.5439428660799
5769,1.75478509579682
5816,0.904750350769034
6101,-0.789909458688133
6205,-0.80474559689145
6520,0.838205222611975
6607,0.228882142577873
6681,-0.794882894634698
6821,-0.00406941121861626
6902,1.21391180007417
6919,0.126383367351313
6941,-0.499431608223321
7024,0.149088004911678
7076,-0.465707634146681
7145,0.0450980093970789
7237,1.1619351320434
7512,-0.626936866373946
7632,0.328062631093539
8125,0.587588259785563
8180,0.854648543341202
8535,0.054806781307078
8846,-0.199218323921514
8911,-1.50691200472291
8980,-0.678364331776788
8981,1.69768238388462
9296,-0.192572212680075
9514,-1.94098057815927
9688,0.313338179360617
9796,-0.844822629070434
9980,0.534264629406519
10022,0.169786083173434
10448,-1.109130050539
10601,3.09128995849012
10607,-0.645182826142505
10638,0.225903138751718
10720,1.25525223559632
10798,0.499923467721233
10874,0.740281227492892
11038,0.292048844514908
11342,2.69700084593752
11361,-0.50067672308824
11638,-0.819308521936067
11671,0.0877070412973581
12653,-1.28254400628295
12718,-1.8366237503362
12808,0.0912883533341689
12962,0.374334035928063
13038,1.44013593352972
13207,0.458423956444954
13252,0.675291581708073
13297,1.06361034587979
13429,-0.482029724429441
13473,-0.937673369854257
13501,-1.17894785997225
13892,1.71777824601931
14097,-0.36367519771572
14117,-1.09031080871179
14501,-0.459496684647479
14554,0.211096331057519
14593,1.52948412228517
14926,0.509303121479885
15129,-0.539424437753964
15213,-0.394337648687845
15218,-1.16356669086856
15237,0.846081021511352
15325,1.07145323342784
15341,-0.0184083275246188
16051,-0.230546682221161
16145,0.366486085048459
16182,-0.2064791807703
16223,-0.956536395254238
16602,-0.666337770228339
16607,-0.490338771146826
16662,-0.192776231448769
16842,1.28744506889139
17013,-0.243949667200944
17118,0.234054043326381
17169,-1.02389916169715
17175,0.880480269399399
17468,-0.523760232911283
17938,-0.463372992862315
18377,0.74408797417077
18818,-0.761030291085958
19148,1.10908558647896
19307,0.019142900425541
19743,-0.0204717280161592
19967,0.429656289582699
20482,-0.355967632568376
20483,0.458091131549903
20688,-0.31294108254061
21009,-0.514934088253747
21112,0.830432249763687
21239,-1.07197993868806
21784,-0.336421814487268
22415,-0.300153448922318
22631,-0.867697653837666
23077,-0.661183355425607
23170,0.96598229864783
23406,0.198622609770859
23445,0.0914035617968817
23483,-0.455096825945001
23672,-1.60073653699116
23769,-0.0204437947043277
23955,0.719966365535765
24176,-1.26112347913218
24455,1.61771393326267
24513,0.678143362157979
24607,-0.583162948571131
24717,-1.37635786083591
24816,0.292471217031446
24854,2.17174086721967
25084,0.357167841860861
25160,-1.2121431723114
25209,-0.0730983971392192
25353,-0.0355834666993992
25683,-0.107387779954975
25704,-0.198448196415723
25916,-0.36957464755981
26391,-0.0520761347330226
26551,1.65082881226893
26609,-1.30004448064109
27058,-0.451157010240092
27151,-0.512448448194224
27181,0.699500211793288
27269,0.0819877594919143
27783,-0.297574380376431
27799,-0.967288262665004
27866,0.265048142080826
27994,0.140616617296003
28318,-0.314069333162538
28607,0.130408604225592
28691,3.14749264363597
28781,0.161955972365203
28812,-0.288847162357455
28939,-0.336658991036015
29318,-0.866537032572674
29799,-1.11456432061038
29825,0.0400263349807064
29840,-1.15478282432048
30256,0.313063106322572
30464,0.0303951916092229
30466,1.88822923294213
30569,-0.302995330528825
31035,0.393261357167421
31067,-0.364630927679059
31156,-0.547906914296524
31478,-0.537904183254204
31709,0.818536418531645
31894,-1.16549497020677
31929,0.699135021242124
31976,-0.257563217826104
32159,0.642988131396898
32327,0.441765542551383
32399,-0.912070305763078
32753,1.03650311719521
33088,-1.13014461132179
33545,0.926537636229696
33697,-1.35088816872972
33876,-1.46093138664837
34116,0.495656769821079
34803,2.03550309805496
35039,-1.10129886166861
35048,2.4308709885628
35461,0.716155818617212
35711,-0.45873565490155
35852,-0.762674482129622
35862,-0.444322106026176
36045,1.66057833162742
36336,0.217198820928644
36631,-1.22962494073528
37300,1.20491184485639
37320,2.1057042788327
37819,2.37316339499888
38168,-0.914664888446805
38297,-0.518384329659237
38442,0.139560297617336
38820,0.444551582107198
38923,-0.627130866905381
39011,-1.58449103694993
39174,-1.56481064159174
39293,0.419607167379043
39437,-0.349067846661501
40003,1.57953533221363
40066,-0.732260899929386
40315,-0.954487127172128
40413,2.31320077007971
40417,0.703582847431204
40430,0.109266629231663
40436,1.5742789176592
40497,0.00195524571892392
40501,0.0245552291559954
41029,0.558886877545054
41264,-0.531159354443633
41447,-1.09840313195489
41532,-0.428345096503586
41541,-0.872248228052797
41596,0.134988103602853
41744,0.237132693433989
41980,0.173249873519751
42168,-0.386826192046288
42224,-1.24620236188311
42241,-1.38912862564323
42262,0.108447987614321
42393,-1.73000443518314
42573,-0.184141012125409
42664,0.399982192773032
43030,0.214588383382808
43076,-1.61981954843622
43218,0.471123302355772
43449,0.811803554966432
43496,0.0338798387160011
43542,-0.329695214788662
