ScanID, DateTime, NIR_Pol, NIR_Brix, NIR_Fibre, NIR_Ash, GH, NH
15187.03,2023-02-16 08:57:35,79.4742,20.7309,14.5677,1.7743,0.28182,0.28046
15187.04,2023-02-16 08:58:12,79.8097,21.1617,14.6326,1.7545,0.39669,0.22277
15187.05,2023-02-16 08:58:50,83.4123,21.381,13.3387,1.2134,0.27989,0.18961
15187.06,2023-02-16 08:59:26,83.5626,22.0101,13.4194,1.1596,0.51518,0.18691
15187.07,2023-02-16 09:00:05,82.3451,21.779,14.3726,1.4925,1.0891,0.31554
15187.08,2023-02-16 09:00:42,81.2162,21.3226,14.0052,1.4755,0.35601,0.21091
15187.09,2023-02-16 09:01:19,80.5995,21.1942,13.3032,1.5467,0.46016,0.067476
15187.10,2023-02-16 09:01:55,79.2913,20.8819,13.9282,1.4511,0.42653,0.18135
15187.11,2023-02-16 09:02:33,81.4031,21.3847,13.5506,1.2057,0.51693,0.076672
15187.12,2023-02-16 09:03:09,78.9121,20.9087,13.6775,1.3782,0.51368,0.028283
15187.13,2023-02-16 09:03:47,76.4742,20.7203,13.9285,1.0637,0.29555,0.23702
15187.14,2023-02-16 09:04:24,79.7293,21.1076,13.7529,0.99558,0.83698,0.21062
15187.15,2023-02-16 09:04:57,80.9143,21.4351,14.0305,1.1256,0.5432,0.022522
15187.16,2023-02-16 09:05:35,83.3805,21.9072,13.6707,1.0887,-0.16352,0.19447
15187.17,2023-02-16 09:06:12,80.9474,21.4422,13.6029,1.3241,0.81245,0.28643
15187.18,2023-02-16 09:06:48,80.0328,21.104,13.6102,1.1175,0.45659,0.17405
15187.19,2023-02-16 09:07:26,83.4579,21.9782,13.9555,0.9964,0.75765,0.051262
15187.20,2023-02-16 09:08:03,83.3149,21.9778,13.831,1.109,0.26775,0.20068
15187.21,2023-02-16 09:08:41,81.3761,21.6533,14.0404,1.0217,0.75823,0.22976
15187.22,2023-02-16 09:09:14,81.5228,21.503,13.6727,1.0793,0.20047,0.26537
15187.24,2023-02-16 09:10:21,79.3803,20.7088,12.7402,1.2747,0.73244,0.046775
15187.25,2023-02-16 09:10:55,83.9681,21.845,13.5213,1.2797,-0.027979,0.022653
15187.26,2023-02-16 09:11:33,79.1365,20.8634,13.636,0.89356,0.59013,0.18399
15187.27,2023-02-16 09:12:07,82.4615,21.4556,13.7789,1.267,0.93694,0.11677
15187.28,2023-02-16 09:12:45,81.658,21.3408,14.0001,1.2507,0.65497,0.18952
15187.29,2023-02-16 09:13:22,78.2321,20.7945,14.0669,1.1972,0.28561,0.1139
15188.01,2023-02-16 09:15:51,79.8872,21.2677,14.1579,1.6424,0.18467,0.11146
15188.02,2023-02-16 09:16:27,80.9288,21.4244,14.4834,1.2781,0.76529,0.21586
15188.03,2023-02-16 09:17:05,83.3615,21.7214,14.0378,1.2963,0.45972,0.1658
15188.04,2023-02-16 09:17:42,81.8185,21.7498,13.9164,1.4452,0.81139,0.17619
15189.01,2023-02-16 09:19:27,71.4344,19.3077,14.7409,2.5934,1.1908,0.23759
15189.02,2023-02-16 09:20:05,83.4252,22.7218,15.8815,2.4183,0.45276,0.18906
15189.03,2023-02-16 09:20:38,68.195,18.3074,15.0587,1.9792,0.70727,0.09269
15189.04,2023-02-16 09:21:16,68.7821,18.6654,15.5059,2.4391,-0.040622,0.22207
15189.05,2023-02-16 09:21:54,71.6688,19.1286,15.6076,2.4762,0.48575,0.18304
15189.06,2023-02-16 09:22:32,81.5695,22.1664,15.7351,2.052,0.60704,0.044099
15189.07,2023-02-16 09:23:05,70.195,19.1337,14.9381,2.3353,0.65812,0.27663
15189.08,2023-02-16 09:23:43,69.204,18.9938,16.199,2.6501,0.25976,0.25139
15189.09,2023-02-16 09:24:20,69.39,19.0086,15.3704,2.5622,0.44346,0.24558
15189.10,2023-02-16 09:24:57,69.5848,19.0866,15.3775,2.2041,0.60519,0.22001
15189.12,2023-02-16 09:26:05,69.672,19.0677,15.0715,2.5088,0.75734,0.28525
15189.13,2023-02-16 09:26:42,70.561,19.4506,15.4326,2.5856,-0.19828,0.016553
15189.14,2023-02-16 09:27:19,67.0702,18.9203,16.0047,2.5714,0.28248,0.080422
15189.17,2023-02-16 09:28:53,67.9986,18.652,14.5954,2.2424,0.12799,0.31294
15189.18,2023-02-16 09:29:31,69.166,18.5766,15.1872,2.7337,0.29252,0.29452
15189.19,2023-02-16 09:30:09,70.4913,19.6982,15.7696,2.57,0.29218,0.049488
15189.20,2023-02-16 09:30:41,80.9751,21.4092,16.6017,2.984,1.2722,0.14628
15189.21,2023-02-16 09:31:19,71.1401,19.4985,16.8233,3.3043,0.58222,0.022677
15189.22,2023-02-16 09:31:56,69.5825,18.8182,16.108,3.0001,0.53949,0.12564
15189.23,2023-02-16 09:32:34,87.9001,23.4421,15.5492,2.0196,0.15748,0.038112
15189.24,2023-02-16 09:33:08,70.58,19.4075,15.7816,2.5154,0.16858,0.13162
15190.01,2023-02-16 09:34:49,77.199,20.3889,15.8376,2.0634,0.67418,0.076939
15190.02,2023-02-16 09:35:23,80.0902,21.1495,15.2135,2.5623,0.17612,0.11557
15190.03,2023-02-16 09:36:00,82.6535,21.325,14.8778,2.1936,0.52245,0.31492
15190.04,2023-02-16 09:36:38,81.3657,21.5347,15.2598,2.489,0.25565,0.066901
15190.05,2023-02-16 09:37:15,72.1699,19.866,13.7668,1.8509,0.49797,0.030245
15190.06,2023-02-16 09:37:52,91.6459,22.6192,14.9861,3.4905,0.16018,0.13552
15190.07,2023-02-16 09:38:26,80.9477,21.4664,14.584,2.1686,0.029004,0.089664
15190.08,2023-02-16 09:39:03,81.6776,21.3858,14.7464,2.2405,0.75728,0.088168
15190.09,2023-02-16 09:39:36,82.4309,21.6472,14.4421,1.9124,0.37779,0.31902
15190.10,2023-02-16 09:40:12,83.6211,21.6088,14.5219,2.1253,0.23178,0.31495
15190.11,2023-02-16 09:40:50,77.4712,20.6015,15.039,2.454,0.33503,0.062375
15190.12,2023-02-16 09:41:27,77.2428,20.2889,14.9096,2.1374,0.21311,0.011102
15190.13,2023-02-16 09:42:05,79.995,20.927,14.3812,2.289,0.53927,0.18132
15190.14,2023-02-16 09:42:43,80.797,21.1305,15.1112,2.5577,0.58252,0.3199
15190.15,2023-02-16 09:43:20,82.065,21.7169,15.4455,2.259,0.90793,0.26162
15190.16,2023-02-16 09:43:58,77.4648,20.3727,14.7925,2.2361,0.55649,0.16296
15190.17,2023-02-16 09:44:35,76.2774,20.1024,14.46,2.1677,0.057586,0.11018
15190.18,2023-02-16 09:45:13,79.1069,20.5544,13.8209,1.8911,0.46063,0.067859
15191.01,2023-02-16 09:47:16,77.4183,20.4391,16.1351,2.371,0.62996,0.068575
15191.03,2023-02-16 09:48:23,75.1232,20.0288,16.0769,2.4878,0.061383,0.23222
15191.04,2023-02-16 09:49:01,76.491,20.5681,15.6438,2.3429,0.38056,0.2558
15191.05,2023-02-16 09:49:38,74.2787,19.9082,16.2823,2.3732,0.7611,0.097537
15191.06,2023-02-16 09:50:16,75.753,20.2696,16.1177,2.4267,-0.097187,0.20824
15191.07,2023-02-16 09:50:53,79.167,20.951,15.716,2.2371,0.47089,0.18175
15191.08,2023-02-16 09:51:31,75.6784,20.3029,15.8435,2.1894,0.65723,0.040332
15191.09,2023-02-16 09:52:08,72.8787,19.6265,15.9371,2.1891,0.70683,0.28201
15191.10,2023-02-16 09:52:44,75.7369,20.4117,16.2385,2.5249,-0.13547,0.32198
15191.11,2023-02-16 09:53:18,73.6424,20.0324,16.2886,2.5559,0.48303,0.047431
15191.12,2023-02-16 09:53:56,74.4688,20.0589,15.1803,1.9775,0.49403,0.032346
15191.13,2023-02-16 09:54:33,73.6952,20.035,15.4962,2.1772,0.048916,0.22371
15191.14,2023-02-16 09:55:11,74.6357,19.6965,11.8826,1.4119,0.43533,0.26862
15191.15,2023-02-16 09:55:44,75.6612,21.9005,17.4839,4.8161,7.722,0.30778
15191.16,2023-02-16 09:56:17,107.2733,29.1795,10.3087,2.9934,2.5132,0.1123
15191.17,2023-02-16 09:56:50,101.2376,26.9652,12.7712,4.3341,0.80341,0.021609
15191.19,2023-02-16 09:57:54,86.5702,21.7777,12.4679,-0.68134,0.73443,0.1295
15191.20,2023-02-16 09:58:28,96.8489,26.496,23.36,4.2725,1.1809,0.14654
15191.21,2023-02-16 09:59:01,61.8776,17.8932,18.5955,3.5919,0.41587,0.11395
15192.01,2023-02-16 10:01:25,129.7038,29.1682,17.1998,-2.4775,1.9262,0.14951
15192.02,2023-02-16 10:01:58,43.0567,13.1453,10.5949,3.9125,3.976,0.3054
15192.03,2023-02-16 10:02:31,40.2247,13.1546,15.0863,4.1035,0.49075,0.28958
15192.04,2023-02-16 10:03:05,86.6486,23.3168,15.8749,1.6706,0.85854,0.10475
15193.01,2023-02-16 10:04:45,77.0556,20.4472,14.053,2.1337,0.92782,0.24244
15193.02,2023-02-16 10:05:18,77.0829,20.2979,14.3216,2.0907,0.85109,0.25028
15193.03,2023-02-16 10:05:56,77.9436,20.274,13.3537,2.0188,0.34313,0.11562
15193.04,2023-02-16 10:06:28,75.6916,20.1479,13.2223,1.6127,0.30844,0.028408
15193.05,2023-02-16 10:07:01,78.1778,20.585,14.0087,2.0489,0.028546,0.20784
15193.06,2023-02-16 10:07:39,74.1837,19.667,14.01,1.7826,0.37079,0.31922
15193.07,2023-02-16 10:08:12,76.6193,20.3412,14.3659,2.0942,0.87981,0.24765
15193.08,2023-02-16 10:08:49,74.4317,19.79,14.6048,2.1652,0.17874,0.036778
15193.09,2023-02-16 10:09:27,74.7449,19.8492,14.7755,2.0417,0.33784,0.11432
15193.10,2023-02-16 10:10:05,73.8113,19.6653,13.7546,2.0541,0.45322,0.26103
15193.11,2023-02-16 10:10:39,72.0124,19.7638,14.0428,1.796,1.0142,0.21898
15193.12,2023-02-16 10:11:12,73.407,19.829,13.7581,2.2554,0.69764,0.3248
15193.13,2023-02-16 10:11:49,74.9978,20.2101,14.2279,1.9386,-0.068178,0.28622
15193.14,2023-02-16 10:12:23,77.3033,20.4199,13.7002,1.8463,0.33856,0.10843
15193.15,2023-02-16 10:13:01,80.4511,21.1258,14.5831,2.2238,0.29265,0.15346
15193.16,2023-02-16 10:13:39,78.9645,21.0576,15.1905,2.3941,0.11844,0.28792
15193.17,2023-02-16 10:14:16,79.2155,21.2022,15.5626,2.1199,-0.099168,0.0031528
15193.18,2023-02-16 10:14:54,80.946,21.5803,15.1498,2.5885,0.42811,0.31342
15194.01,2023-02-16 10:16:31,78.2762,20.8091,14.545,2.4267,0.067618,0.12617
15194.02,2023-02-16 10:17:10,79.3338,20.608,15.0796,2.5113,0.48101,0.0090926
15194.03,2023-02-16 10:17:47,79.7994,20.9846,14.961,2.1902,0.52257,0.29843
15194.04,2023-02-16 10:18:25,81.9916,21.3336,14.875,2.0435,0.77824,0.095037
15194.05,2023-02-16 10:19:02,78.4427,21.0092,15.2877,2.2479,0.24591,0.067006
15194.06,2023-02-16 10:19:38,77.2772,20.2278,14.6476,2.5659,0.73674,0.25226
15194.07,2023-02-16 10:20:16,81.4571,21.3517,14.6401,3.7646,393.7416,0.12524
15194.08,2023-02-16 10:25:20,114.4914,27.5999,15.2288,3.5022,1.7022,0.25899
15194.10,2023-02-16 10:26:24,204.973,46.3466,-10.8528,-0.66491,0.6944,0.19788
15194.11,2023-02-16 10:26:57,77.7084,20.3556,14.8997,2.292,0.32307,0.31275
15194.12,2023-02-16 10:27:34,74.7915,20.2855,15.1863,2.126,0.6733,0.16375
15194.13,2023-02-16 10:28:11,75.5278,20.5719,15.4633,2.4544,1.1223,0.087422
15194.14,2023-02-16 10:28:50,77.2831,20.6308,15.358,2.6421,0.92224,0.086293
15194.15,2023-02-16 10:29:27,73.5791,19.745,15.4826,2.2372,0.64407,0.02375
15194.16,2023-02-16 10:30:04,75.6317,20.3117,15.3863,2.588,0.15368,0.13503
15194.17,2023-02-16 10:30:42,72.2832,19.5441,14.7382,2.5059,0.36384,0.09029
15194.18,2023-02-16 10:31:18,75.1617,20.0379,15.5139,2.3939,0.069293,0.014893
15194.19,2023-02-16 10:31:56,74.6527,20.2526,15.5937,2.5711,0.1317,0.022019
15194.20,2023-02-16 10:32:34,75.8859,20.3665,15.2416,2.1657,-0.29184,0.23319
15194.21,2023-02-16 10:33:13,74.8671,19.8298,14.914,2.1599,0.358,0.018338
15194.22,2023-02-16 10:33:49,74.8141,20.1232,15.1722,2.6947,0.30703,0.017258
15194.23,2023-02-16 10:34:27,74.1555,19.715,14.8402,2.6059,0.48012,0.03687
15195.01,2023-02-16 10:37:37,100.754,26.0502,14.1481,2.6408,3.4614,0.082896
15195.04,2023-02-16 10:39:11,78.3999,20.6579,15.2844,2.2511,0.73965,0.17166
15195.05,2023-02-16 10:39:48,77.6019,20.8602,15.2169,2.4082,0.64111,0.20154
15195.06,2023-02-16 10:40:26,79.4005,20.9516,15.8689,2.3242,0.11777,0.03911
15195.07,2023-02-16 10:41:04,78.4166,21.0333,15.2343,2.3814,0.509,0.26964
15195.08,2023-02-16 10:41:40,77.59,20.5972,15.0146,2.4616,-0.028065,0.041135
15195.09,2023-02-16 10:42:18,80.1829,20.932,14.6929,1.8824,0.1011,0.0091992
15196.01,2023-02-16 10:43:58,77.9655,20.7449,14.6747,1.6135,0.50286,0.021771
15196.02,2023-02-16 10:44:36,77.8345,20.4612,14.7309,1.6491,0.60623,0.12806
15196.03,2023-02-16 10:45:13,78.2097,21.0446,15.1214,1.9289,0.11534,0.21532
15196.04,2023-02-16 10:45:51,82.0873,21.3023,15.0581,2.1703,0.32737,0.25242
15196.05,2023-02-16 10:46:28,81.6442,21.6688,15.2504,1.7965,0.48338,0.21971
15196.06,2023-02-16 10:47:07,81.1935,21.3302,15.173,1.9292,0.74545,0.13325
15196.07,2023-02-16 10:47:45,84.1172,21.7377,15.442,1.6493,0.60598,0.27557
15196.08,2023-02-16 10:48:22,84.9996,22.2861,14.8327,1.7328,0.36004,0.28587
15196.09,2023-02-16 10:48:56,83.4598,21.8223,15.5332,1.9202,0.25666,0.31859
15196.10,2023-02-16 10:49:34,82.2259,21.8718,14.1918,1.5708,0.61932,0.265
15196.11,2023-02-16 10:50:08,71.8861,19.3453,14.2069,1.4542,0.46704,0.20497
15196.13,2023-02-16 10:51:12,76.5936,20.2928,14.1707,1.8409,0.29829,0.19591
15196.14,2023-02-16 10:51:50,74.6181,19.9281,14.4535,1.5845,0.45641,0.29993
15196.15,2023-02-16 10:52:27,75.637,20.5567,14.9949,2.0274,0.20918,0.20774
15196.16,2023-02-16 10:53:04,72.9334,19.731,14.4315,1.582,0.56165,0.27527
15196.17,2023-02-16 10:53:43,73.9562,20.0678,14.7288,1.7786,0.3624,0.096693
15196.18,2023-02-16 10:54:20,76.9399,20.4928,13.7961,1.8202,0.79567,0.043432
15196.19,2023-02-16 10:54:58,75.4247,19.9434,14.0816,1.8826,0.79622,0.1451
15196.20,2023-02-16 10:55:35,75.691,20.3517,14.2828,1.5808,0.38224,0.19036
15196.21,2023-02-16 10:56:13,77.1862,20.6193,14.372,1.3358,0.13417,0.17668
15196.22,2023-02-16 10:56:50,73.4125,19.4945,13.7462,1.2033,0.33744,0.097159
15196.23,2023-02-16 10:57:24,74.7944,19.9889,13.7044,1.4733,0.099654,0.26186
15197.01,2023-02-16 10:59:13,77.8729,20.4211,14.7904,1.788,0.67478,0.00061827
15197.02,2023-02-16 10:59:52,79.1872,20.8925,15.1963,2.3479,0.13029,0.28268
15197.03,2023-02-16 11:00:30,81.5271,21.4291,15.1573,1.9023,0.21325,0.26958
15197.04,2023-02-16 11:01:07,80.0301,21.1421,15.1196,2.2099,0.38997,0.31885
15198.01,2023-02-16 11:02:58,77.5365,20.5972,14.8247,2.4603,0.68342,0.20138
15198.02,2023-02-16 11:03:35,76.3617,20.5567,15.2241,2.3324,0.38268,0.13086
15198.03,2023-02-16 11:04:12,73.1437,19.803,14.7387,2.126,0.41631,0.19051
15198.04,2023-02-16 11:04:49,74.1823,19.8546,14.3317,2.4308,0.41248,0.1726
15199.01,2023-02-16 11:06:31,74.7799,19.6892,14.9308,2.3164,0.1599,0.098409
15199.02,2023-02-16 11:07:08,75.7149,20.3428,15.1572,2.412,0.56998,0.26485
15199.03,2023-02-16 11:07:45,79.2372,21.054,15.2077,2.0958,0.90914,0.25852
15200.01,2023-02-16 11:09:43,80.4756,20.9638,14.5998,2.4376,1.1925,0.21864
15200.02,2023-02-16 11:10:17,77.3689,20.7398,15.4754,2.3844,1.1625,0.045104
15200.03,2023-02-16 11:10:55,77.946,20.93,15.634,2.8658,0.35436,0.057801
15200.04,2023-02-16 11:11:27,80.1257,21.4712,15.2186,2.6037,0.50533,0.091354
15200.05,2023-02-16 11:12:05,75.2643,21.129,15.1536,3.2143,204.1832,0.011781
15200.06,2023-02-16 11:19:20,169.1898,36.7236,0.59315,1.8856,2.6686,0.29028
15200.07,2023-02-16 11:19:54,97.4669,19.0206,-7.5756,2.4775,2.4891,0.28209
15200.08,2023-02-16 11:20:27,101.6593,25.8101,19.3033,2.5065,0.26684,0.0074226
15200.11,2023-02-16 11:22:00,78.5667,20.8852,15.8725,2.6933,0.28249,0.30409
15200.12,2023-02-16 11:22:38,78.5901,20.9553,14.8567,2.5928,0.73474,0.18146
15200.13,2023-02-16 11:23:11,79.0062,21.126,15.5428,2.3621,0.24653,0.26568
15200.14,2023-02-16 11:23:49,78.8998,21.0688,15.7254,2.2183,0.4955,0.23115
15200.15,2023-02-16 11:24:27,80.2978,21.248,15.8193,2.253,0.59612,0.23859
15200.16,2023-02-16 11:25:05,80.1482,21.0974,15.8948,2.2223,0.46924,0.23361
15200.17,2023-02-16 11:25:42,79.6075,21.285,16.0591,2.2177,0.015707,0.30872
15200.18,2023-02-16 11:26:16,78.1864,20.9347,15.6127,2.7369,0.66819,0.30046
15200.19,2023-02-16 11:26:53,79.4659,21.1708,15.0432,2.1664,0.28385,0.0076271
15200.20,2023-02-16 11:27:29,79.6978,21.215,15.422,2.0437,0.86659,0.040552
15200.21,2023-02-16 11:28:06,78.5983,20.9352,14.9965,2.5277,0.69276,0.26908
15202.01,2023-02-16 11:30:51,70.1352,19.1001,15.8749,2.5193,-0.21719,0.046263
15202.02,2023-02-16 11:31:27,70.6784,19.1114,15.9383,2.8653,0.089818,0.1945
15202.03,2023-02-16 11:32:05,71.451,19.5237,15.6308,2.7966,0.30749,0.28255
15202.04,2023-02-16 11:32:41,71.539,19.5543,15.5223,2.2405,0.95685,0.24315
15202.05,2023-02-16 11:33:15,35.521,13.2923,16.8823,5.5728,2.603,0.012393
15202.07,2023-02-16 11:34:26,100.015,25.3593,14.0946,2.2401,0.45706,0.15983
15202.08,2023-02-16 11:34:59,67.4263,18.4381,15.3105,2.5814,0.38633,0.24203
15202.09,2023-02-16 11:35:36,67.9743,18.6015,16.5503,2.6492,0.41083,0.21299
15202.10,2023-02-16 11:36:13,68.23,18.81,16.1517,2.8032,-0.051141,0.020812
15202.11,2023-02-16 11:36:50,69.4915,18.9467,16.5971,2.4802,0.61119,0.20107
15202.12,2023-02-16 11:37:27,66.8802,18.72,15.3212,2.3631,0.83611,0.21926
15202.13,2023-02-16 11:38:00,68.3276,18.6236,16.557,2.3613,0.58697,0.21007
15202.14,2023-02-16 11:38:37,67.8516,18.7538,17.0233,2.849,0.21006,0.06888
15202.15,2023-02-16 11:39:15,69.7738,19.293,17.0204,2.9503,0.63399,0.28583
15202.16,2023-02-16 11:39:52,68.3489,18.7749,16.2923,2.6255,0.9179,0.23646
15202.17,2023-02-16 11:40:30,69.6408,19.3228,16.415,2.4607,-0.13221,0.23665
15202.18,2023-02-16 11:41:07,68.0411,18.509,15.9096,2.5731,0.77337,0.16199
15202.19,2023-02-16 11:41:45,54.7106,15.4757,29.6273,-1.5883,1.1839,0.12224
15202.20,2023-02-16 11:42:18,66.3376,18.9717,18.8786,3.9265,1.4368,0.012822
15202.21,2023-02-16 11:42:52,100.8201,25.3635,14.8768,1.898,0.50039,0.061731
15202.22,2023-02-16 11:43:25,66.5874,18.6294,15.2015,2.1621,0.39299,0.16104
15202.23,2023-02-16 11:44:02,67.7646,18.8769,15.5589,2.0785,0.16999,0.13404
15795.01,2023-02-21 17:55:18,86.831,22.651,15.8065,1.5547,-0.073542,0.04201
15795.02,2023-02-21 17:55:55,85.7311,22.3524,15.4818,1.7204,0.0097823,0.19591
-1.00,2023-02-21 17:59:14,85.307,22.494,15.5221,1.7613,0.15891,0.066911
15795.03,2023-02-21 17:59:45,83.5912,21.6006,15.6167,2.0602,0.36941,0.31905
15795.04,2023-02-21 18:00:15,82.96,21.5466,15.695,1.7879,0.79189,0.31299
15795.05,2023-02-21 18:00:45,79.0214,21.2454,15.9377,1.9018,0.5609,0.10055
15795.06,2023-02-21 18:01:15,78.3463,20.7024,15.906,2.0854,0.94563,0.21371
15795.07,2023-02-21 18:01:45,82.1563,21.3708,15.7941,1.814,-0.26072,0.27654
15795.09,2023-02-21 18:02:43,82.9957,21.4713,16.1822,2.5461,1.0758,0.1461
15795.10,2023-02-21 18:03:13,84.6893,21.9388,15.7178,1.8649,-0.14996,0.066041
15795.11,2023-02-21 18:03:43,84.4682,21.8721,16.288,1.8929,0.51449,0.019969
15795.12,2023-02-21 18:04:13,79.2725,21.056,16.4692,2.102,0.5826,0.19342
15795.13,2023-02-21 18:04:44,81.5616,21.4229,15.835,2.1085,0.2872,0.16623
15795.14,2023-02-21 18:05:14,81.0209,21.4293,15.814,2.365,1.0899,0.24315
15795.15,2023-02-21 18:05:44,81.4786,21.1943,15.916,2.2446,0.32823,0.092305
15795.16,2023-02-21 18:06:14,84.4977,21.7577,16.5765,2.1376,1.1467,0.17124
15795.17,2023-02-21 18:06:44,88.9121,22.4832,17.1005,2.0953,1.7084,0.096316
15795.18,2023-02-21 18:07:15,91.7715,22.9916,17.3508,2.5148,1.8408,0.15791
15795.20,2023-02-21 18:17:24,86.8152,23.4362,18.4317,2.5589,-0.22846,0.32856
15795.21,2023-02-21 18:17:57,80.808,21.4342,15.8195,2.1181,-0.045046,0.0037166
15795.22,2023-02-21 18:18:35,80.3398,21.1728,15.3476,2.4002,0.5857,0.32289
15796.01,2023-02-21 18:20:32,84.1852,21.6506,15.0809,1.7355,0.33714,0.26263
15796.02,2023-02-21 18:21:09,83.8931,21.8274,16.114,2.0194,0.69063,0.2794
15796.03,2023-02-21 18:21:46,79.4925,20.9993,15.9397,2.4039,0.18201,0.31006
15796.04,2023-02-21 18:22:23,78.7419,20.8915,16.3277,2.4537,0.59071,0.051592
15796.05,2023-02-21 18:23:01,84.7533,22.0502,15.2233,2.1733,0.084167,0.3286
15796.06,2023-02-21 18:23:38,84.0351,22.1774,15.4525,1.9805,0.0339,0.023206
15796.07,2023-02-21 18:24:16,81.6034,21.4784,16.2908,2.3506,0.0095836,0.17654
15796.09,2023-02-21 18:25:22,85.469,22.5295,15.7524,1.9322,0.35301,0.15833
15796.10,2023-02-21 18:26:00,85.6328,22.2412,15.3034,1.7513,0.76989,0.021425
15796.11,2023-02-21 18:26:38,83.586,21.6861,14.8344,1.8693,0.42123,0.13397
15796.12,2023-02-21 18:27:16,85.0638,22.0677,14.7253,1.7848,0.93541,0.026527
