LabID,Pol,Brix
20133,84.883,21.813
20134,85.012,22.187
20135,71.391,19.524
20136,100.99,25.7
20137,70.726,19.16
20138,60.474,16.885
20139,86.12,22.306
20140,87.762,22.621
20141,74.239,19.731
20142,72.137,19.417
20143,91.634,23.745
20144,72.301,19.896
20145,81.938,21.51
20146,66.951,18.244
20147,78.599,20.995
20148,77.839,20.483
20149,90.536,23.318
20150,84.72,21.852
20151,97.435,24.953
20152,76.33,21.488
20153,87.092,22.752
20154,79.851,21.367
20155,76.647,20.755
20156,89.084,22.85
20157,59.027,16.641
20158,79.686,21.147
20159,70.796,19.514
20160,70.303,18.736
20161,92.674,24.194
20162,53.47,15.113
20163,86.583,22.952
20164,82.23,21.119
20165,66.718,18.104
20166,71.511,19.976
20167,71.457,19.555
20168,90.999,23.179
20169,80.763,20.638
20170,70.005,19.131
20171,96.688,24.445
20172,87.112,23.127
20173,62.131,16.786
20174,84.009,22.18
20175,85.666,21.615
20176,62.778,17.247
20177,70.145,19.888
20178,79.379,20.444
20179,74.974,20.377
20180,76.944,20.371
20181,82.594,21.77
20182,91.657,23.34
20183,91.868,23.351
20184,76.995,19.841
20185,63.133,18.133
20186,96.737,24.926
20187,79.057,20.83
20188,75.208,19.572
20189,63.727,17.164
20190,87.641,22.426
20191,87.853,22.901
20192,72.056,19.342
20193,79.163,20.515
20194,82.517,21.489
20195,77.935,20.214
20196,82.918,21.781
20197,84.611,21.485
20198,94.252,23.891
20199,76.425,21.3
20200,89.842,23.551
20201,76.332,20.842
20202,96.493,24.536
20203,85.821,22.285
20204,78.967,20.684
20205,82.947,21.576
20206,63.287,17.951
20207,91.256,23.798
20208,71.129,18.391
20209,83.65,21.969
20210,66.103,18.22
20211,75.919,20.905
20212,76.824,19.634
20213,76.39,20.164
20214,76.128,20.512
20215,59.847,16.78
20216,83.748,21.885
20217,90.382,23.228
20218,82.031,21.462
20219,94.851,24.743
20220,91.65,23.228
20221,66.653,17.702
20222,72.584,19.01
20223,90.399,22.965
20224,89.062,22.954
20225,93.153,23.973
20226,74.544,19.94
20227,90.257,23.686
20228,79.578,20.632
20229,77.867,20.222
20230,71.902,19.868
20231,83.339,21.643
20232,92.614,23.504
20233,69.504,18.729
20234,66.878,18.253
20235,73.486,19.411
20236,68.166,18.078
20237,66.165,18.624
20238,89.315,22.8
20239,86.453,23.639
20240,85.421,22.887
20241,85.096,21.816
20242,70.346,19.258
20243,95.084,24.527
20244,84.95,22.123
20245,95.119,24.483
20246,91.485,23.217
20247,94.151,23.767
20248,71.015,18.799
20249,65.244,18.178
20250,59.861,16.856
20251,81.085,21.306
20252,70.934,19.534
20253,85.884,22.472
20254,91.812,23.443
20255,94.536,23.693
20256,57.476,18.059
20257,75.861,20.074
20258,82.808,22.004
20259,77.092,20.157
20260,72.453,18.953
20261,79.745,21.195
20262,71.062,19.44
20263,80.898,21.559
20264,70.701,18.824
20265,72.57,19.379
20266,63.718,17.672
20267,81.729,21.244
20268,83.446,21.915
20269,82.345,21.317
20270,75.866,20.1
20271,81.336,21.035
20272,67.345,18.273
20273,101.78,25.396
20274,69.409,19.051
20275,84.185,22.048
20276,88.017,22.993
20277,70.151,18.823
20278,70.711,19.171
20279,74.109,19.364
20280,89.301,23.161
20281,80.236,20.39
20282,94.218,23.961
20283,99.117,25.357
20284,77.232,20.612
20285,90.772,23.876
20286,92.114,23.225
20287,75.457,20.326
20288,83.488,22.159
20289,80.663,21.304
20290,72.294,19.96
20291,85.616,22.717
20292,59.524,17.99
20293,82.735,21.134
20294,81.964,21.736
20295,72.124,19.573
20296,71.043,18.433
20297,91.901,23.579
20298,56.996,16.314
20299,91.758,23.096
20300,57.789,16.511
20301,55.316,15.808
20302,66.278,18.3
20303,77.745,20.974
20304,84.164,22.173
20305,90.443,23.415
20306,86.907,22.187
20307,92.565,24.388
20308,70.322,18.984
20309,65.87,18.296
20310,86.574,22.573
20311,89.93,22.891
20312,90.278,23.677
20313,84.188,21.8
20314,86.212,22.182
20315,73.11,19.524
20316,94.043,24.347
20317,95.864,24.141
20318,70.659,19.574
20319,75.408,19.67
20320,67.196,18.19
20321,81.077,22.318
20322,74.928,19.681
20323,72.987,20.155
20324,75.93,20.081
20325,81.604,22.513
20326,78.437,20.512
20327,92.511,23.255
20328,77.264,19.914
20329,83.121,21.865
20330,82.436,21.533
20331,71.422,19.471
20332,80.92,21.391
20333,80.671,21.084
20334,73.132,19.644
20335,60.219,17.066
20336,76.984,20.068
20337,78.094,21.072
20338,75.852,21.085
20339,86.587,22.129
20340,73.625,19.072
20341,85.25,21.592
20342,71.492,18.984
20343,76.641,20.235
20344,80.891,20.478
20345,74.438,20.312
20346,73.495,19.661
20347,69.31,18.733
20348,70.665,18.458
20349,84.058,21.594
20350,84.343,21.714
20351,88.156,22.459
20352,85.736,22.168
20353,72.504,19.44
20354,91.366,23.529
20355,74.813,20.209
20356,67.874,18.605
20357,74.468,20.28
20358,73.966,19.603
20359,75.365,21.187
20360,82.86,21.515
20361,86.827,22.357
20362,91.17,23.47
20363,88.722,23.051
20364,85.87,22.28
20365,94.902,24.253
20366,80.284,20.804
20367,63.589,17.723
20368,77.685,20.268
20369,76.02,20.437
20370,80.164,22.532
20371,90.682,24.034
20372,80.436,20.632
20373,65.304,18.172
20374,78.886,21.071
20375,89.359,23.449
20376,67.724,17.825
20377,82.383,21.808
20378,76.211,20.019
20379,69.247,18.323
20380,88.775,22.967
20381,94.841,24.386
20382,92.895,24.268
20383,79.649,20.472
20384,98.607,25.04
20385,90.736,23.895
20386,60.858,17.283
20387,87.424,23.022
20388,89.243,22.87
20389,66.383,18.489
20390,96.818,24.557
20391,80.89,21.478
20392,86.166,22.597
20393,77.365,20.186
20394,83.526,21.43
20395,73.321,19.519
20396,74.948,19.711
20397,71.805,18.79
20398,71.205,18.836
20399,78.06,20.847
20400,70.122,19.251
20401,84.467,22.219
20402,83.431,23.284
20403,86.763,22.653
20404,58.827,16.401
20405,80.799,21.395
20406,66.045,17.677
20407,67.195,18.997
20408,82.622,23.18
20409,77.238,20.571
20410,73.667,19.806
20411,86.816,22.508
20412,82.377,21.643
20413,71.292,19.161
20414,70.07,18.832
20415,76.554,20.227
20416,71.111,18.902
20417,83.655,22.504
20418,68.245,18.569
20419,92.975,24.264
20420,73.088,19.601
20421,79.852,20.927
20422,92.474,24.453
20423,69.308,20.097
20424,91.733,23.771
20425,87.004,23.315
20426,85.969,23.033
20427,79.248,21.647
20428,82.866,21.963
20429,77.771,20.663
20430,75.274,20.089
20431,82.015,21.157
20432,70.868,19.059
20433,90.464,23.34
20434,75.807,20.27
20435,87.494,23.435
20436,79.544,20.554
20437,86.681,22.368
20438,77.997,20.464
20439,91.66,23.86
20440,76.494,20.258
20441,68.734,18.725
20442,80.683,21.258
20443,74.232,20.43
20444,86.805,22.322
20445,92.032,23.702
20446,88.124,23.153
20447,87.052,22.521
20448,66.18,17.866
20449,86.001,22.099
20450,92.683,23.856
20451,78.364,20.811
20452,62.283,17.87
20453,81.681,21.051
20454,83.632,21.438
20455,81.954,22.071
20456,89.911,23.395
20457,79.342,21.109
20458,74.661,20.5
20459,92.219,24.051
20460,77.704,20.481
20461,79.169,20.191
20462,85.193,22.259
20463,78.429,20.784
20464,90.96,23.706
20465,87.618,22.439
20466,82.549,21.302
20467,71.189,19.173
20468,96.514,24.277
20469,84.926,22.441
20470,72.833,19.502
20471,70.779,19.296
20472,98.452,25.786
20473,93.008,23.672
20474,77.973,20.68
20475,78.917,20.726
20476,100.8,25.61
20477,70.85,18.944
20478,100.82,26.055
20479,91.066,23.613
20480,74.071,19.886
20481,87.433,22.689
20482,89.748,23.27
20483,71.923,19.589
20484,92.553,24.328
20485,67.599,18.23
20486,75.245,20.624
20487,82.39,21.201
20488,68.996,18.662
20489,89.698,23.345
20490,80.656,21.205
20491,95.485,23.943
20492,92.734,23.495
20493,65.768,18.499
20494,86.024,22.257
20495,79.595,21.19
20496,87.395,23.442
20497,74.197,19.596
20498,74.499,20.041
20499,90.948,23.23
20500,83.99,21.845
20501,83.608,22.088
20502,86.62,22.586
20503,91.943,23.919
20504,73.375,19.022
20505,93.984,24.197
20506,89.691,23.756
20507,73.769,19.931
20508,95.691,24.053
20509,82.866,22.027
20510,67.451,18.118
20511,72.565,19.373
20512,78.272,20.788
20513,80.831,21.283
20514,91.511,23.711
20515,75.821,19.608
20516,76.197,19.948
20517,67.53,18.723
20518,82.493,21.635
20519,80.668,21.286
20520,79.689,21.004
20521,78.52,20.513
20522,68.862,18.71
20523,80.743,21.062
20524,94.24,24.362
20525,82.365,22.804
20526,73.371,19.012
20527,95.305,24.731
20528,85.33,23.025
20529,95.287,24.587
20530,92.629,24.244
20531,69.025,18.348
20532,76.182,19.949
20533,78.398,20.47
20534,76.554,20.125
20535,79.622,21.301
20536,91.161,23.137
20537,74.399,20.188
20538,70.718,18.957
20539,66.881,19.687
20540,68.122,19.01
20541,80.124,21.165
20542,85.716,22.363
20543,62.513,17.562
20544,73.596,19.477
20545,93.96,24.29
20546,78,20.327
20547,81.486,21.401
20548,95.866,24.628
20549,73.844,19.733
20550,67.887,18.35
20551,87.948,22.694
20552,83.619,21.335
20553,75.836,20.563
20554,83.227,21.771
20555,80.651,21.625
20556,61.429,17.336
20557,83.289,21.001
20558,90.617,23.205
20559,76.302,20.682
20560,78.555,20.853
20561,85.22,22.379
20562,59.947,17.305
20563,76.487,20.377
20564,85.627,22.809
20565,75.849,19.928
20566,72.163,19.739
20567,85.559,22.312
20568,81.195,21.868
20569,90.525,23.105
20570,84.958,22.009
20571,80.507,21.292
20572,83.654,22.175
20573,78.839,20.803
20574,73.225,19.518
20575,84.322,22.216
20576,81.869,21.887
20577,85.058,22.381
20578,86.323,22.197
20579,91.8,23.586
20580,78.904,20.785
20581,84.171,22.287
20582,78.851,21.893
20583,78.609,20.422
20584,59.031,17.517
20585,93.097,23.968
20586,80.323,21.141
20587,79.718,21.379
20588,85.917,22.412
20589,59.268,16.652
20590,90.248,23.485
20591,72.864,19.021
20592,73.069,20.023
20593,84.446,21.97
20594,81.006,21.594
20595,67.587,18.628
20596,86.905,23.031
20597,83.669,21.342
20598,86.994,22.651
20599,76.977,20.338
20600,70.285,18.557
20601,89.847,23.76
20602,86.457,22.658
20603,77.78,21.442
20604,80.89,21.618
20605,72.802,19.567
20606,89.122,23.385
20607,74.871,19.275
20608,85.926,22.401
20609,70.346,20.015
20610,87.074,22.558
20611,81.016,21.33
20612,79.676,20.926
20613,74.102,19.862
20614,62.863,18.156
20615,99.504,25.437
20616,89.774,23.476
20617,85.156,21.648
20618,72.369,19.667
20619,88.931,23.357
20620,72.855,19.463
20621,84.075,21.912
20622,84.124,21.31
20623,71.379,19.066
20624,77.639,20.522
20625,74.04,19.817
20626,87.001,22.442
20627,56.137,17.535
20628,74.065,19.147
20629,84.698,22.45
20630,83.397,21.96
20631,83.706,22.272
20632,77.457,20.871
20633,86.754,22.886
20634,79.858,20.768
20635,74.123,19.828
20636,92.792,23.558
20637,96.38,24.846
20638,74.231,19.979
20639,79.601,20.654
20640,79.692,21.243
20641,74.027,20.475
20642,69.147,18.946
20643,89.506,23.429
20644,88.974,23.59
20645,66.571,17.855
20646,62.347,16.827
20647,80.951,23.752
20648,90.224,22.732
20649,86.2,23.559
20650,76.791,20.351
20651,69.705,18.948
20652,87.298,22.892
20653,74.751,19.79
20654,72.32,20.294
20655,84.331,21.792
20656,57.481,16.669
20657,92.699,23.466
20658,67.625,18.291
20659,86.207,22.412
20660,68.359,18.398
20661,92.268,23.264
20662,94.528,24.636
20663,79.589,20.697
20664,87.824,22.849
20665,70.968,18.942
20666,87.065,22.67
20667,77.879,21.112
20668,73.489,19.499
20669,77.741,20.761
20670,88.875,23.036
20671,91.316,23.473
20672,78.539,20.759
20673,73.512,19.866
20674,102.49,25.593
20675,87.18,22.926
20676,82.116,21.417
20677,51.386,14.968
20678,68.682,19.433
20679,72.475,19.685
20680,75.993,20.426
20681,83.798,21.929
20682,77.548,20.199
20683,73.976,19.536
20684,78.722,20.892
20685,67.935,18.35
20686,62.861,17.647
20687,85.816,23.555
20688,78.273,20.493
20689,77.23,21.011
20690,94.581,24.358
20691,73.98,19.407
20692,74.117,19.597
20693,87.298,22.859
20694,73.609,19.106
20695,56.559,16.389
20696,72.159,19.603
20697,79.308,21.196
20698,82.964,21.669
20699,85.073,22.699
20700,89.422,23.158
20701,78.354,21.046
20702,76.89,20.543
20703,96.363,24.88
20704,56.54,16.103
20705,87.279,22.537
20706,89.271,23.032
20707,67.062,18.103
20708,89.414,23.501
20709,87.179,22.302
20710,93.203,24.618
20711,79.454,21.036
20712,75.481,19.859
20713,71.723,19.421
20714,71.414,19.409
20715,73.54,19.842
20716,87.114,22.775
20717,87.022,22.787
20718,75.049,20.138
20719,90.499,23.019
20720,91.813,23.715
20721,88.895,22.634
20722,71.328,19.167
20723,59.793,17.748
20724,78.155,20.96
20725,74.233,19.107
20726,65.77,18.241
20727,78.134,20.749
20728,88.652,22.806
20729,80.336,21.937
20730,76.833,20.762
20731,85.032,22.364
20732,81.275,21.407
20733,73.885,19.388
20734,80.984,20.943
20735,80.311,20.894
20736,73.991,19.682
20737,67.157,18.726
20738,82.343,21.373
20739,97.316,24.78
20740,80.804,20.953
20741,76.819,20.714
20742,91.058,23.846
20743,72.468,19.552
20744,58.9,16.97
20745,80.477,20.761
20746,59.838,17.349
20747,78.212,21.043
20748,95.035,24.737
20749,82.231,21.399
20750,74.186,19.575
20751,70.18,18.919
20752,91.927,23.716
20753,75.079,20.351
20754,84.53,21.719
20755,75.819,20.111
20756,81.01,21.77
20757,65.663,18.259
20758,76.981,20.032
20759,78.075,20.484
20760,88.679,22.906
20761,94.263,23.941
20762,86.37,23.259
20763,67.002,17.589
20764,89.19,23.539
20765,70.888,19.424
20766,68.933,18.772
20767,88.589,22.311
20768,70.68,20.131
20769,76.995,20.309
20770,63.234,17.228
20771,85.74,22.136
20772,85.259,22.119
20773,75.357,20.07
20774,85.973,22.646
20775,79.99,20.574
20776,74.002,20.118
20777,76.648,20.677
20778,67.725,18.261
20779,82.526,21.447
20780,80.589,20.576
20781,94.025,24.276
20782,77.981,20.844
20783,64.628,17.706
20784,81.749,21.451
20785,66.066,18.151
20786,73.901,19.776
20787,72.677,19.524
20788,77.99,20.686
20789,72.534,19.805
20790,61.489,17.007
20791,65.792,17.91
20792,84.789,22.768
20793,91.627,23.855
20794,88.472,22.984
20795,69.16,18.598
20796,74.768,19.213
20797,76.563,21.048
20798,75.879,19.934
20799,90.206,23.756
20800,80.355,21.424
20801,74.115,19.84
20802,87.674,22.953
20803,62.936,18.672
20804,82.755,22.042
20805,87.514,23
20806,72.487,18.944
20807,64.911,18.129
20808,72.275,18.735
20809,74.046,20.097
20810,79.856,20.87
20811,95.645,24.142
20812,88.261,22.833
20813,72.197,19.391
20814,71.512,19.463
20815,87.607,22.224
20816,90.617,23.676
20817,65.617,17.782
20818,89.466,22.859
20819,83.507,21.777
20820,72.756,19.449
20821,85.414,22.013
20822,89.54,22.958
20823,60.566,17.022
20824,83.597,22.145
20825,69.299,18.696
20826,73.761,19.821
20827,76.474,20.349
20828,88.014,22.673
20829,80.053,21.277
20830,56.197,16.658
20831,75.974,20.034
20832,81.308,21.422
20833,83.454,22.296
20834,92.033,23.985
20835,96.182,24.271
20836,78.748,20.47
20837,68.616,18.397
20838,87.477,22.959
20839,100.18,25.26
20840,91.415,23.888
20841,99.933,24.937
20842,80.639,20.858
20843,78.363,20.962
20844,82.738,21.726
20845,75.78,20.453
20846,82.898,21.409
20847,82.837,21.67
20848,71.835,19.583
20849,86.403,22.719
20850,86.624,21.926
20851,74.656,20.086
20852,81.898,21.054
20853,76.079,19.943
20854,88.959,23.749
20855,81.873,21.999
20856,83.396,22.276
20857,70.337,18.922
20858,65.12,18.29
20859,80.954,21.498
20860,76.107,19.938
20861,91.55,23.654
20862,61.397,17.538
20863,90.606,23.55
20864,61.834,17.316
20865,77.19,21.416
20866,81.863,21.676
20867,70.094,19.199
20868,86.757,22.502
20869,81.611,21.396
20870,76.951,20.398
20871,83.945,22.442
20872,86.529,22.865
20873,80.784,21.896
20874,75.389,20.175
20875,78.979,20.549
20876,95.116,24.596
20877,66.688,18.667
20878,78.065,20.568
20879,66.417,18.004
20880,70.496,19.435
20881,71.491,19.11
20882,78.426,20.866
20883,93.45,24.005
20884,75.669,20.507
20885,94.399,24.505
20886,75.943,20.293
20887,83.535,21.544
20888,77.776,21.187
20889,75.417,20.257
20890,95.501,24.545
20891,56.541,15.874
20892,78.157,20.601
20893,85.805,22.638
20894,72.519,20.362
20895,79.907,21.728
20896,74.761,19.966
20897,84.096,22.166
20898,79.122,20.584
20899,74.887,20.046
20900,91.022,23.766
20901,63.555,17.689
20902,79.961,20.59
20903,69.007,18.824
20904,93.877,23.53
20905,98.57,24.967
20906,82.677,21.66
20907,93.885,24.188
20908,68.415,18.606
20909,71.663,19.184
20910,90.806,23.832
20911,87.776,22.437
20912,82.136,21.202
20913,71.158,18.456
20914,92.141,24.134
20915,72.015,19.282
20916,71.819,18.897
20917,63.31,17.391
20918,76.796,20.564
20919,79.717,21.796
20920,83.673,22.021
20921,86.034,22.616
20922,76.141,20.751
20923,92.827,23.697
20924,79.862,20.735
20925,72.282,19.581
20926,65.304,18.177
20927,75.33,19.84
20928,72.756,19.101
20929,77.726,20.612
20930,70.975,19.061
20931,76.499,20.238
20932,89.562,23.086
20933,75.194,19.947
20934,85.285,22.019
20935,73.917,20.124
20936,86.84,23.29
20937,71.098,18.836
20938,88.09,22.569
20939,91.384,23.951
20940,89.228,22.522
20941,94.881,24.346
20942,78.56,20.488
20943,84.71,21.687
20944,77.913,21.817
20945,59.984,17.205
20946,68.94,18.734
20947,77.672,20.397
20948,87.006,23.174
20949,78.501,20.439
20950,78.273,20.559
20951,89.047,23.004
20952,70.863,19.379
20953,97.043,24.641
20954,86.464,22.849
20955,73.334,19.578
20956,82.414,21.822
20957,73.521,19.524
20958,81.655,21.446
20959,75.48,19.893
20960,73.583,19.767
20961,84.578,22.126
20962,74.455,20.229
20963,74.668,19.686
20964,91.614,23.86
20965,68.06,18.757
20966,66.388,18.39
20967,69.874,18.448
20968,92.315,23.688
20969,85.308,22.521
20970,91.561,23.725
20971,87.813,22.15
20972,68.563,18.601
20973,86.82,23.344
20974,60.766,17.306
20975,66.709,17.826
20976,81.097,21.416
20977,95.012,24.668
20978,88.16,22.961
20979,91.664,23.252
20980,85.71,23.05
20981,80.434,21.25
20982,95.838,24.316
20983,69.96,19.063
20984,67.47,18.495
20985,86.88,22.989
20986,84.317,22.745
20987,64.265,17.252
20988,96.48,25.386
20989,88.384,22.556
20990,78.946,20.037
20991,81.417,21.89
20992,75.879,19.913
20993,90.412,23.852
20994,74.061,19.69
20995,65.535,17.561
20996,85.901,22.643
20997,99.058,25.59
20998,89.892,23.232
20999,87.943,23.038
21000,74.545,20.853
21001,71.121,19.204
21002,86.427,22.386
21003,93.19,23.981
21004,61.419,17.557
21005,78.121,20.944
21006,77.49,20.634
21007,65.684,17.712
21008,70.811,19.472
21009,60.364,17.808
21010,85.282,22.822
21011,79.036,20.631
21012,87.109,22.438
21013,77.427,20.486
21014,53.586,15.875
21015,77.727,20.926
21016,67.849,19.491
21017,85.776,22.769
21018,90.004,23.621
21019,70.919,19.162
21020,80.309,21
21021,57.483,17.848
21022,69.393,18.962
21023,84.47,23.036
21024,90.361,23.653
21025,85.197,22.363
21026,79.649,20.766
21027,81.867,21.814
21028,62.54,18.288
21029,89.634,23.236
21030,77.893,20.972
21031,76.008,20.349
21032,82.715,21.401
21033,83.47,22.003
21034,73.504,20.142
21035,68.788,19.693
21036,95.519,24.646
21037,74.118,19.622
21038,82.342,21.505
21039,90.203,22.868
21040,75.363,19.504
21041,64.191,18.049
21042,51.897,16.389
21043,68.891,18.755
21044,58.862,15.695
21045,88.504,23.416
21046,84.244,22.055
21047,56.319,16.703
21048,58.05,16.952
21049,93.769,24.05
21050,63.588,17.67
21051,61.63,17.201
21052,80.492,21.225
21053,89.325,22.867
21054,91.546,23.365
21055,77.299,20.496
21056,90.086,23.921
21057,85.487,22.196
21058,73.226,19.458
21059,67.144,18.389
21060,78.999,20.905
21061,92.507,23.554
21062,69.614,18.313
21063,61.878,16.974
21064,67.579,18.537
21065,68.666,18.857
21066,79.209,21.052
21067,82.074,21.065
21068,75.55,20.759
21069,82.193,21.471
21070,85.762,22.051
21071,91.394,23.425
21072,70.777,19.126
21073,66.501,18.073
21074,80.353,20.784
21075,62.232,17.303
21076,90.79,23.321
21077,66.099,18.339
21078,75.464,20.153
21079,80.519,20.936
21080,92.678,24.258
21081,82.888,22.331
21082,75.905,20.183
21083,72.178,19.678
21084,79.676,20.993
21085,74.654,19.616
21086,69.086,18.625
21087,72.887,19.591
21088,89.988,23.212
21089,72.587,19.387
21090,78.497,20.945
21091,75.223,19.571
21092,92.571,23.83
21093,88.492,22.734
21094,75.817,19.913
21095,69.116,19.314
21096,68.918,18.549
21097,71.571,19.061
21098,68.357,18.896
21099,96.021,24.554
21100,81.14,21.587
21101,97.472,24.748
21102,70.182,18.328
21103,65.79,18.168
21104,81.619,21.809
21105,72.739,19.225
21106,62.725,17.851
21107,76.341,19.946
21108,97.077,25.385
21109,85.709,22.046
21110,83.221,21.305
21111,66.941,18.384
21112,75.351,19.981
21113,78.628,21.073
21114,80.56,21.071
21115,93.386,24.219
21116,77.041,21.459
21117,74.798,20.075
21118,62.033,17.289
21119,80.824,21.771
21120,84.31,21.774
21121,79.364,20.971
21122,73.807,19.594
21123,69.627,19.619
21124,82.88,21.395
21125,73.801,19.172
21126,78.822,20.798
21127,62.138,16.971
21128,72.47,19.01
21129,96.299,24.822
21130,86.2,22.523
21131,71.189,19.696
21132,83.431,21.676
21133,80.129,21.614
21134,81.032,20.753
21135,91.37,23.31
21136,66.767,18.625
21137,68.338,18.551
21138,71.166,19.27
21139,83.958,21.795
21140,84.715,22.904
21141,86.675,22.217
21142,79.963,20.57
21143,93.378,24.015
21144,81.666,21.232
21145,95.575,24.726
21146,78.472,20.797
21147,73.351,19.79
21148,62.687,17.835
21149,68.672,18.314
21150,69.284,18.688
21151,81.07,21.541
21152,58.461,16.327
21153,89.658,23.985
21154,77.116,20.497
21155,86.284,22.538
21156,92.125,23.606
21157,81.303,21.464
21158,81.41,21.382
21159,88.982,23.144
21160,79.807,20.86
21161,62.779,18.592
21162,85.93,22.19
21163,67.882,18.637
21164,88.531,23.461
21165,78.565,20.7
21166,71.957,19.628
21167,77.452,20.372
21168,82.481,21.436
21169,86.712,22.74
21170,94.751,24.213
21171,78.355,21.154
21172,93.279,24.156
21173,81.609,21.994
21174,61.362,16.722
21175,75.534,20.271
21176,63.951,18.042
21177,94.393,24.269
21178,77.508,20.07
21179,95.115,24.357
21180,73.338,19.619
21181,73.929,19.2
21182,77.563,20.241
21183,81.58,21.265
21184,96.026,25.144
21185,69.93,19.176
21186,67.686,18.04
21187,76.157,19.999
21188,66.169,18.632
21189,87.794,23.308
21190,86.512,22.824
21191,64.878,17.868
21192,81.392,21.88
21193,78.881,20.856
21194,76.845,20.394
21195,61.933,17.356
21196,92.475,23.213
21197,73.974,19.874
21198,78.654,20.844
21199,79.387,20.899
21200,78.862,20.816
21201,90.512,23.318
21202,69.008,18.558
21203,87.017,21.803
21204,84.38,21.893
21205,58.198,16.384
21206,83.549,21.962
21207,53.809,16.33
21208,78.798,21.213
21209,87.862,22.555
21210,83.627,21.975
21211,92.648,23.361
21212,83.385,21.736
21213,74.319,19.548
21214,90.202,23.75
21215,65.555,18.004
21216,77.495,20.502
21217,66.201,18.228
21218,77.725,21.112
21219,90.385,22.824
21220,62.667,17.472
21221,79.974,21.652
21222,75.774,20.257
21223,91.085,23.814
21224,89.2,23.211
21225,99.268,25.006
21226,68.087,17.701
21227,67.326,18.035
21228,75.721,21.363
21229,83.583,21.936
21230,85.076,21.969
21231,79.944,20.885
21232,67.29,18.035
21233,78.788,20.352
21234,86.766,22.291
21235,69.292,18.639
21236,79.205,21.541
21237,91.887,23.644
21238,88.938,23.088
21239,79.809,20.9
21240,73.397,20.076
21241,92.231,24.031
21242,66.647,17.857
21243,78.863,20.978
21244,95.265,24.568
21245,92.024,23.24
21246,83.43,21.261
21247,95.739,24.633
21248,76.485,19.624
21249,89.781,23.466
21250,70.393,19.745
21251,90.177,23.5
21252,85.18,21.922
21253,83.166,21.693
21254,90.103,23.378
21255,85.023,22.219
21256,96.552,24.509
21257,70.951,19.086
21258,78.502,20.361
21259,77.759,21.321
21260,85.998,22.766
21261,80.957,21.052
21262,73.41,19.514
21263,87.149,21.923
21264,77.255,20.731
21265,69.416,18.663
21266,87.516,23.206
21267,84.414,21.726
21268,68.332,18.665
21269,93.143,23.676
21270,70.498,19.914
21271,96.643,25.282
21272,73.89,19.473
21273,78.108,20.484
21274,84.853,22.481
21275,63.525,17.435
21276,76.219,21.125
21277,70.421,18.492
21278,92.475,23.669
21279,66.796,17.901
21280,90.53,24.052
21281,75.964,21.517
21282,94.681,24.056
21283,74.779,19.923
21284,87.838,22.373
21285,85.069,22.348
21286,75.622,20.083
21287,91.997,24.534
21288,71.956,19.649
21289,73.802,19.741
21290,72.207,19.472
21291,65.475,18.289
21292,90.139,23.155
21293,78.917,20.785
21294,72.497,19.224
21295,90.614,22.9
21296,91.719,24.028
21297,82.194,21.247
21298,83.051,21.425
21299,78.07,20.931
21300,92.349,23.746
21301,67.711,18.756
21302,98.72,25.553
21303,77.731,20.447
21304,77.316,20.766
21305,91.398,23.363
21306,87.105,22.208
21307,87.8,22.442
21308,91.116,23.729
21309,78.698,20.484
21310,75.824,20.045
21311,96.814,24.114
21312,84.566,21.611
21313,63.303,17.789
21314,81.463,21.236
21315,80.628,21.164
21316,75.92,19.83
21317,86.862,22.172
21318,76.385,20.024
21319,69.643,19.189
21320,83.017,21.23
21321,78.123,20.413
21322,78.403,20.327
21323,82.19,21.815
21324,67.039,18.382
21325,78.691,20.784
21326,79.444,21.253
21327,83.877,22.602
21328,81.16,21.359
21329,77.425,20.687
21330,85.64,22.014
21331,83.705,22.421
21332,72.349,19.175
21333,67.143,18.454
21334,89.04,22.841
21335,85.194,23.836
21336,68.758,17.641
21337,73.771,21.226
21338,88.991,23.23
21339,76.916,20.736
21340,67.4,18.718
21341,75.97,20.052
21342,86.598,22.619
21343,79.823,21.359
21344,79.882,21.192
21345,93.609,24.429
21346,89.802,22.924
21347,83.79,22.315
21348,64.061,17.037
21349,77.523,20.18
21350,73.708,20.329
21351,73.746,19.747
21352,73.113,19.627
21353,66.715,17.878
21354,95.192,24.53
21355,82.101,21.445
21356,85.197,22.454
21357,76.036,19.968
21358,71.683,19.491
21359,81.402,21.576
21360,97.538,24.976
21361,72.479,19.571
21362,92.804,23.536
21363,85.016,22.567
21364,69.963,19.018
21365,80.68,21.032
21366,73.283,19.397
21367,72.56,20.267
21368,78.921,20.674
21369,90.002,23.92
21370,90.128,23.305
21371,85.162,22.475
21372,76.667,20.638
21373,77.422,20.403
21374,91.793,23.902
21375,78.665,20.235
21376,66.958,17.458
21377,82.859,21.561
21378,77.828,20.548
21379,77.201,20.863
21380,67.394,18.321
21381,69.757,18.869
21382,89.919,23.022
21383,88.949,23.3
21384,70.39,18.877
21385,80.23,21.114
21386,77.179,20.412
21387,85.458,22.322
21388,72.914,19.774
21389,72.203,19.429
21390,80.129,21.385
21391,90.063,22.885
21392,78.182,20.711
21393,72.961,19.365
21394,76.507,19.949
21395,74.578,19.789
21396,79.916,20.686
21397,89.748,23.308
21398,74.537,19.788
21399,74.627,20.787
21400,78.584,20.167
21401,74.056,19.582
21402,69.077,18.674
21403,64.531,18.171
21404,79.407,21.689
