LabID,Pol,Brix
639,89.707,22.77
640,82.575,21.57
641,66.659,18.102
642,79.727,21.456
643,67.768,18.58
644,87.227,22.903
645,83.521,21.726
646,69.563,19.08
647,69.098,18.384
648,75.353,20.206
649,88.793,22.875
650,78.728,20.725
651,85.199,22.751
652,92.153,23.847
653,64.153,17.982
654,72.873,19.619
655,69.074,18.815
656,84.222,23.345
657,95.076,24.66
658,70.912,19.442
659,80.44,22.076
660,84.684,22.113
661,91.513,23.35
662,85.296,23.342
663,93.914,24.511
664,80.655,21.03
665,95.687,24.098
666,88.705,22.829
667,78.01,20.03
668,85.869,22.552
669,81.788,21.324
670,78.51,20.239
671,65.893,19.343
672,83.561,21.335
673,84.487,22.371
674,70.486,18.707
675,80.904,21.192
676,87.983,23
677,74.777,19.498
678,89.512,23.49
679,88.848,22.77
680,73.004,20.061
681,89.072,23.454
682,68.818,18.665
683,78.655,20.305
684,90.769,22.84
685,71.48,19.064
686,89.226,23.416
687,81.85,21.143
688,77.01,20.501
689,75.635,20.039
690,73.006,19.714
691,67.863,19.038
692,91.075,23.031
693,89.412,22.972
694,77.134,20.472
695,81.328,21.679
696,81.657,21.088
697,89.703,23.244
698,76.965,20.823
699,88.542,23.04
700,83.148,22.121
701,77.549,20.75
702,79.644,20.657
703,69.225,18.104
704,78.897,20.467
705,92.98,23.678
706,81.449,21.469
707,80.419,21.177
708,79.445,20.94
709,84.342,22.642
710,86.455,22.895
711,70.057,19.146
712,86.226,22.449
713,86.853,22.22
714,95.048,24.439
715,69.649,18.895
716,70.39,19.426
717,92.673,23.698
718,84.626,22.254
719,89.073,22.901
720,71.631,19.307
721,70.071,19.145
722,75.855,20.307
723,69.892,19.403
724,82.83,21.847
725,89.079,23.03
726,70.047,18.601
727,89.235,22.344
728,66.05,17.872
729,83.987,22.151
730,78.543,20.514
731,67.625,18.539
732,85.678,22.278
733,94.981,23.965
734,80.873,22.065
735,93.393,23.622
736,75.654,20.499
737,69.453,19.078
738,66.772,17.831
739,57.501,17.935
740,80.177,21.098
741,94.355,23.951
742,72.093,19.535
743,79.445,21.336
744,64.29,17.419
745,92.272,23.405
746,86.707,22.702
747,72.123,19.569
748,91.892,23.323
749,87.351,22.79
750,90.096,23.523
751,83.369,21.863
752,77.224,19.937
753,78.012,20.694
754,87.341,22.493
755,80.08,21.277
756,79.374,21.362
757,86.496,22.854
758,81.412,20.838
759,88.868,22.954
760,82.256,21.353
761,70.266,19.525
762,67.66,18.651
763,95.011,24.399
764,95.279,24.429
765,87.078,22.477
766,89.911,23.899
767,77.508,20.132
768,73.465,19.992
769,86.619,22.067
770,87.717,22.772
771,88.56,23.145
772,74.756,19.369
773,88.009,23.236
774,76.109,20.075
775,83.737,21.892
776,88.088,23.208
777,88.298,22.7
778,88.591,23.014
779,75.864,20.478
780,82.074,21.752
781,86.079,23.033
782,91.664,23.877
783,71.85,19.82
784,71.654,19.087
785,91.081,24.292
786,92.487,24.15
787,72.851,19.526
788,65.439,17.651
789,78.755,20.238
790,84.25,21.718
791,77.553,20.059
792,81.704,21.566
793,71.051,19.214
794,78.432,20.297
795,67.765,18.273
796,86.585,23.137
797,97.548,24.701
798,82.72,21.653
799,77.918,20.438
800,73.787,19.547
801,70.718,19.201
802,69.271,19.173
803,82.719,21.757
804,68.391,18.404
805,86.954,22.756
806,49.806,14.384
807,78.706,21.068
808,70.976,19.782
809,95.07,23.924
810,97.949,25.147
811,76.44,20.657
812,69.449,18.175
813,84.922,21.784
814,83.132,21.639
815,83.054,21.667
816,79.971,21.277
817,83.195,21.559
818,74.343,19.969
819,94.716,24.073
820,91.786,23.568
821,71.533,19.79
822,70.811,19.269
823,69.657,18.529
824,90.426,23.996
825,78.44,20.618
826,91.316,23.95
827,75.256,19.944
828,76.582,21.377
829,69.204,19.224
830,66.527,18.505
831,60.733,16.758
832,77.2,20.012
833,83.942,21.653
834,77.106,20.136
835,80.965,21.559
836,76.699,20.635
837,68.225,18.277
838,85.238,22.402
839,81.807,21.629
840,87.043,23.215
841,59.621,17.182
842,92.941,23.61
843,81.829,20.932
844,62.485,17.486
845,78.32,20.271
846,94.513,24.36
847,76.875,20.498
848,89.627,23.514
849,78.663,21.153
850,93.445,23.963
851,64.141,17.646
852,76.467,20.127
853,75.257,20.086
854,85.867,22.162
855,65.172,17.926
856,82.194,21.266
857,69.937,19.164
858,68.895,19.005
859,73.674,19.843
860,81.844,21.522
861,84.164,21.527
862,86.661,22.119
863,66.046,18.23
864,79.42,21.028
865,87.961,22.334
866,87.399,22.914
867,75.328,19.895
868,71.02,19.812
869,71.278,19.649
870,75.578,20.153
871,71.212,20.264
872,90.888,22.934
873,94.436,24.428
874,69.455,18.745
875,95.478,24.864
876,89.869,23.418
877,67.612,18.011
878,84.059,22.019
879,92.556,23.209
880,92.39,24.03
881,75.04,19.328
882,84.949,21.794
883,93.395,23.498
884,75.396,20.063
885,80.171,20.769
886,59.038,17.805
887,78.536,20.584
888,90.722,22.839
889,83.661,22.099
890,91.366,23.941
891,79.438,20.741
892,98.633,25.395
893,85.992,23.09
894,74.87,20.32
895,77.749,20.429
896,93.313,24.086
897,89.92,23.418
898,86.626,22.273
899,84.411,22.471
900,90.751,23.112
901,73.713,19.668
902,72.54,19.631
903,75.118,19.932
904,87.58,23.115
905,88.824,22.528
906,80.724,21.231
907,76.395,20.942
908,88.491,23.199
909,83.97,21.944
910,83.041,21.585
911,76.106,20.184
912,64.864,18.79
913,73.888,19.971
914,87.599,22.609
915,75.703,20.477
916,82.688,21.75
917,72.523,19.26
918,75.399,19.64
919,82.622,22.159
920,72.898,19.665
921,81.331,21.059
922,81.389,21.721
923,82.886,23.514
924,68.084,18.22
925,91.436,23.465
926,73.342,19.409
927,69.753,19.082
928,69.347,18.782
929,87.03,22.759
930,80.589,21.055
931,71.714,19.506
932,87.099,22.045
933,70.821,18.95
934,89.899,23.049
935,91.233,24.286
936,65.532,17.727
937,82.369,21.339
938,69.503,18.12
939,93.217,23.716
940,78.147,21.028
941,74.659,19.76
942,89.239,23.367
943,88.885,23.149
944,89.052,22.905
945,63.072,17.713
946,72.929,19.707
947,96.269,24.594
948,82.596,21.838
949,78.763,20.994
950,93.979,23.808
951,90.448,23.768
952,88.552,23.061
953,92.034,23.621
954,81.372,21.536
955,94.764,24.085
956,91.922,23.581
957,95.177,24.649
958,67.282,17.99
959,91.517,23.141
960,97.397,24.668
961,72.801,19.496
962,68.993,19.195
963,89.58,23.31
964,74.536,19.844
965,61.164,16.709
966,94.39,23.151
967,69.931,19.212
968,71.737,19.132
969,84.419,21.786
970,92.782,23.897
971,60.192,17.211
972,92.466,23.665
973,92.212,23.247
974,83.735,21.944
975,76.657,20.188
976,84.575,22.028
977,75.879,19.664
978,78.239,20.226
979,92.866,23.821
980,67.434,18.376
981,65.711,20.099
982,83.168,21.922
983,79.883,21.519
984,73.828,19.647
985,82.603,22.057
986,86.483,22.582
987,72.258,18.97
988,77.314,20.915
989,77.447,20.378
990,92.558,24.281
991,68.028,18.365
992,77.12,20.229
993,90.626,24.056
994,88.843,23.417
995,74.569,19.881
996,82.004,21.476
997,80.807,20.871
998,77.063,20.662
999,85.821,22.23
1000,75.971,20.128
1001,80.136,20.866
1002,80.237,21.286
1003,84.868,22.852
1004,84.211,22.021
1005,86.174,22.681
1006,85.942,22.287
1007,75.709,19.65
1008,88.933,23.064
1009,90.545,23.328
1010,72.698,19.41
1011,71.147,19.372
1012,88.31,22.595
1013,81.62,21.5
1014,65.796,18.222
1015,69.504,18.538
1016,81.698,20.945
1017,57.763,16.806
1018,76.77,21.987
1019,80.333,20.873
1020,76.177,19.731
1021,98.225,25.224
1022,72.062,19.982
1023,86.756,22.795
1024,74.388,19.603
1025,77.859,20.95
1026,95.539,24.551
1027,78.032,20.622
1028,72.858,19.014
1029,91.382,23.748
1030,79.701,20.662
1031,87.301,22.737
1032,80.995,21.405
1033,69.798,18.838
1034,81.579,21.171
1035,62.549,17.583
1036,80.044,21.356
1037,85.82,22.914
1038,65.805,17.713
1039,73.082,19.646
1040,79.64,21.112
1041,79.97,20.881
1042,92.708,23.611
1043,84.655,22.607
1044,96.064,24.589
1045,91.773,23.154
1046,84.134,21.827
1047,64.395,17.643
1048,83.726,21.907
1049,86.355,22.977
1050,76.791,19.715
1051,73.315,19.737
1052,76.542,20.302
1053,71.164,19.536
1054,90.854,23.657
1055,79.846,20.748
1056,90.67,23.406
1057,79.374,21.098
1058,83.439,21.425
1059,81.652,21.519
1060,82.606,21.725
1061,95.955,24.487
1062,81.323,21.225
1063,83.425,21.522
1064,88.007,23.342
1065,75.925,20.588
1066,86.329,22.744
1067,68.534,18.971
1068,74.756,19.921
1069,67.242,18.127
1070,74.614,19.923
1071,83.62,22.178
1072,79.355,21.305
1073,77.315,20.628
1074,62.161,17.572
1075,60.996,17.193
1076,82.556,21.526
1077,90.919,22.928
1078,73.831,20.389
1079,92.555,24.762
1080,74.81,20.053
1081,91.371,22.771
1082,71.853,20.145
1083,81.494,22.206
1084,82.574,21.997
1085,97.436,24.634
1086,83.046,21.699
1087,99.065,24.833
1088,88.701,23.026
1089,88.355,23.18
1090,67.272,18.101
1091,88.031,23.321
1092,67.375,18.639
1093,85.977,22.564
1094,72.595,19.382
1095,92.108,23.618
1096,93.237,24.539
1097,81.25,21.457
1098,90.577,23.311
1099,86.045,22.466
1100,67.91,18.211
1101,92.625,23.958
1102,64.437,17.889
1103,63.075,18.363
1104,94.726,24.556
1105,77.758,20.301
1106,81.677,21.844
1107,69.365,18.518
1108,85.903,21.763
1109,85.69,23.835
1110,77.819,20.67
1111,77.768,20.624
1112,90.341,23.346
1113,75.695,20.457
1114,76.598,19.845
1115,81.928,20.943
1116,78.804,21.275
1117,71.282,18.943
1118,84.021,20.929
1119,81.152,21.054
1120,94.56,24.279
1121,77.421,20.393
1122,86.859,23.402
1123,77.599,20.835
1124,92.649,23.849
1125,91.185,23.612
1126,86.473,22.119
1127,81.329,20.601
1128,63.535,18.154
1129,83.371,21.403
1130,80.601,21.257
1131,82.475,21.492
1132,81.992,21.373
1133,88.782,22.906
1134,93.204,24.188
1135,74.029,20.023
1136,74.191,20.249
1137,88.723,22.695
1138,89.05,22.886
1139,67.976,19.108
1140,79.567,20.921
1141,77.514,20.912
1142,75.351,19.395
1143,93.873,24.399
1144,83.219,21.78
1145,88.393,23.073
1146,69.574,18.296
1147,93,23.839
1148,92.952,23.348
1149,88.764,22.928
1150,66.272,17.643
1151,84.737,22.351
1152,85.101,22.55
1153,93.272,23.808
1154,66.321,18.947
1155,90.278,23.709
1156,72.091,19.4
1157,71.157,19.786
1158,89.307,23.638
1159,67.573,19.058
1160,79.33,21.029
1161,68.426,18.657
1162,75.192,20.11
1163,91.786,23.203
1164,83.299,21.806
1165,95.275,24.314
1166,58.137,16.806
1167,93.47,23.365
1168,74.121,19.695
1169,91.63,23.167
1170,72.901,19.462
1171,77.643,20.215
1172,85.539,22.575
1173,78.004,20.49
1174,76.763,20.29
1175,73.293,19.478
1176,81.321,21.507
1177,85.301,21.967
1178,79.49,21.089
1179,72.767,19.503
1180,73.23,19.973
1181,95.199,24.479
1182,80.353,21.175
1183,86.61,22.838
1184,83.438,21.995
1185,74.171,19.416
1186,75.186,19.573
1187,75.343,19.811
1188,87.364,23.375
1189,74.473,19.774
1190,75.642,20.67
1191,73.5,19.73
1192,81.433,21.055
1193,88.886,23.314
1194,76.944,19.999
1195,80.76,21.082
1196,82.798,22.479
1197,75.251,20.359
1198,65.715,18.262
1199,68.094,18.72
1200,66.847,19.041
1201,80.213,21.161
1202,77.319,20.264
1203,85.782,22.114
1204,76.008,19.847
1205,81.871,21.336
1206,74.447,19.752
1207,67.957,19.095
1208,73.433,19.407
1209,82.297,21.467
1210,89.621,23.189
1211,75.872,20.336
1212,91.178,23.118
1213,93.597,23.969
1214,97.074,24.132
1215,83.958,22.667
1216,72.005,19.241
1217,82.024,21.196
1218,71.031,19.422
1219,66.266,18.361
1220,89.379,22.78
1221,87.539,22.817
1222,86.673,22.562
1223,72.491,19.564
1224,77.884,20.873
1225,78.704,20.779
1226,81.091,21.063
1227,82.945,22.076
1228,70.236,19.045
1229,87.976,22.362
1230,89.426,23.161
1231,84.656,22.46
1232,77.179,20.651
1233,66.438,18.119
1234,69.082,18.672
1235,67.983,18.54
1236,95.012,24.687
1237,68.813,18.79
1238,68.095,18.582
1239,75.384,20.098
1240,82.647,21.833
1241,69.338,19.048
1242,79.376,21.107
1243,75.042,20.251
1244,89.831,22.89
1245,74.477,19.785
1246,68.452,19.661
1247,83.078,22.971
1248,62.18,17.781
1249,89.611,23.158
1250,63.139,18.089
1251,94.802,24.033
1252,74.873,19.707
1253,84.078,21.643
1254,75.457,19.518
1255,86.063,22.718
1256,88.696,22.773
1257,65.907,18.151
1258,76.716,20.375
1259,70.659,19.266
1260,70.506,18.778
1261,71.467,18.962
1262,74.154,19.689
1263,88.822,22.745
1264,75.735,19.801
1265,92.372,23.656
1266,88.907,23.041
1267,59.917,16.937
1268,72.608,19.278
1269,75.531,19.583
1270,80.202,21.07
1271,76.808,21.081
1272,86.995,22.602
1273,96.108,24.377
1274,82.396,21.289
1275,74.57,20.176
1276,89.132,23.198
1277,75.78,20.259
1278,79.481,20.578
1279,71.834,19.591
1280,67.653,17.952
1281,79.798,21.653
1282,70.611,18.821
1283,65.817,17.39
1284,81.96,21.793
1285,82.91,21.948
1286,75.263,20.487
1287,73.561,19.258
1288,66.084,18.515
1289,81.731,21.402
1290,69.809,18.782
1291,75.782,20.639
1292,101.61,25.379
1293,86.871,23.09
1294,66.665,18.398
1295,91.268,24.508
1296,70.477,18.845
1297,84.45,21.114
1298,66.756,17.616
1299,69.039,18.619
1300,70.408,18.896
1301,73.08,19.683
1302,82.062,21.162
1303,91.943,23.978
1304,93.917,24.049
1305,82.12,21.318
1306,91.545,23.702
1307,87.543,22.896
1308,89.404,23.121
1309,78.207,20.939
1310,86.57,22.94
1311,68.187,18.521
1312,89.081,23.433
1313,83.959,21.89
1314,80.792,21.53
1315,67.063,18.629
1316,93.22,23.714
1317,75.481,19.511
1318,91.459,23.209
1319,61.961,17.084
1320,71.47,19.777
1321,72.671,19.504
1322,87.39,22.525
1323,84.956,22.466
1324,69.03,18.813
1325,97.519,25.189
1326,70.633,19.052
1327,60.817,16.899
1328,75.376,20.494
1329,79.012,20.802
1330,73.736,20.524
1331,81.493,21.006
1332,85.065,22.708
1333,79.844,21.097
1334,96.299,25.212
1335,74.113,20.003
1336,89.594,22.857
1337,72.761,19.328
1338,72.948,19.197
1339,61.797,17.547
1340,63.363,17.4
1341,81.82,21.275
1342,68.471,18.234
1343,67.038,18.144
1344,85.704,22.538
1345,78.155,20.17
1346,73.661,18.922
1347,76.194,19.903
1348,90.705,23.375
1349,60.319,17.096
1350,91.501,23.332
1351,79.268,21.501
1352,74.634,20.293
1353,77.498,20.687
1354,69.766,19.251
1355,67.699,18.439
1356,85.085,22.349
1357,91.697,24.337
1358,86.916,22.881
1359,67.256,18.149
